source_row	gene_symbol	source_genetic_defect	disease	inheritance	mechanism	is_dominant	is_recessive	is_x_linked	omim	major_category	subcategory
486	STN1	STN1	Coats plus syndrome due to STN1 deficiency	AR		false	true	false	613128	Table 9 Bone marrow failure	
487	STX11	STX11	Syntaxin 11 deficiency (FHL4)	AR		false	true	false	605014	Table 4 Diseases of Immune Dysregulation	Subtable 1 Familial Hemophagocytic Lymphohistiocytosis (FHL syndromes)
488	STXBP2	STXBP2	STXBP2 / Munc18-2 deficiency (FHL5)	AR		false	true	false	601717	Table 4 Diseases of Immune Dysregulation	Subtable 1 Familial Hemophagocytic Lymphohistiocytosis (FHL syndromes)
489	STXBP2	STXBP2	STXBP2 / Munc18-2 deficiency (FHL5)	AD		true	false	false	601717	Table 4 Diseases of Immune Dysregulation	Subtable 1 Familial Hemophagocytic Lymphohistiocytosis (FHL syndromes)
490	SYK	SYK	SYK disease	AD	GOF	true	false	false		Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
491	TAP1	TAP1	MHC class I deficiency	AR		false	true	false	170260	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
492	TAP2	TAP2	MHC class I deficiency	AR		false	true	false	170261	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
493	TAPBP	TAPBP	MHC class I deficiency	AR		false	true	false	601962	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
494	TAFAZZIN	TAZ	Barth Syndrome, (3-Methylglutaconic aciduria type II)	XL		false	false	true	300394	Table 5 Congenital defects of phagocyte number or function	Subtable 1 Congenital Neutropenias
495	TBK1	TBK1	TBK1 deficiency	AD		true	false	false	604834	Table 6 Defects in intrinsic and innate immunity	Subtable 4 Herpes Simplex Encephalitis (HSE)
496	TBK1	TBK1	TBK1 deficiency	AR		false	true	false		Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
497	TBX1	TBX1	TBX1 deficiency	AD		true	false	false	602054	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 3 Thymic Defects with Additional Congenital Anomalies
498	TBX21	TBX21	TBX21 deficiency	AR		false	true	false		Table 6 Defects in intrinsic and innate immunity	Subtable 1 Mendelian Susceptibility to mycobacterial disease (MSMD)
499	TCF3	TCF3	E47 transcription factor deficiency	AD		true	false	false	147141	Table 3 Predominantly Antibody Deficiencies	Subtable 1 Agammaglobulinemia
500	TCF3	TCF3	E47 transcription factor deficiency	AR		false	true	false		Table 3 Predominantly Antibody Deficiencies	Subtable 1 Agammaglobulinemia
501	TCIRG1	TCIRG1	TCIRG1 deficiency associated osteopetrosis	AR		false	true	false	604592	Table 6 Defects in intrinsic and innate immunity	Subtable 8 Other Inborn Errors of Immunity Related to Non-Hematopoietic Tissues
502	TCN2	TCN2	Transcobalamin 2 deficiency	AR		false	true	false	613441	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 6 Defects of Vitamin B12 and Folate Metabolism
503	TERC	TERC	DKCA1	AD		true	false	false	127550	Table 9 Bone marrow failure	
504	TERT	TERT	DKCA2	AD		true	false	false	187270	Table 9 Bone marrow failure	
505	TERT	TERT	DKCB4	AR		false	true	false	613989	Table 9 Bone marrow failure	
506	TET2	TET2	TET2 deficiency	AR		false	true	false		Table 4 Diseases of Immune Dysregulation	Subtable 7 Susceptibility to EBV and Lymphoproliferative Conditions
507	TFRC	TFRC	TFRC deficiency	AR		false	true	false	616740	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
508	TGFB1	TGFB1	TGFB1 deficiency	AR		false	true	false	618213	Table 4 Diseases of Immune Dysregulation	Subtable 5 Immune Dysregulation with Colitis
509	TGFBR1	TGFBR1	Loeys Dietz syndrome due to TGFBR1 deficiency	AD		true	false	false	609192	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 5 Hyper IgE Syndromes (HIES)
510	TGFBR2	TGFBR2	Loeys Dietz syndrome due to TGFBR2 deficiency	AD		true	false	false	610168	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 5 Hyper IgE Syndromes (HIES)
511	THBD	THBD	Thrombomodulin deficiency	AD		true	false	false	188040	Table 8 Complement Deficiencies	
512	TICAM1	TICAM1	TRIF deficiency	AD		true	false	false	607601	Table 6 Defects in intrinsic and innate immunity	Subtable 4 Herpes Simplex Encephalitis (HSE)
513	TICAM1	TICAM1	TRIF deficiency	AR		false	true	false	607601	Table 6 Defects in intrinsic and innate immunity	Subtable 4 Herpes Simplex Encephalitis (HSE)
514	TINF2	TINF2	DKCA3	AD		true	false	false	604319	Table 9 Bone marrow failure	
515	TIRAP	TIRAP	TIRAP deficiency	AR		false	true	false	614382	Table 6 Defects in intrinsic and innate immunity	Subtable 7 TLR Signaling Pathway Deficiency with Bacterial Susceptibility
516	TLR3	TLR3	TLR3 deficiency	AD		true	false	false	603029	Table 6 Defects in intrinsic and innate immunity	Subtable 4 Herpes Simplex Encephalitis (HSE)
517	TLR3	TLR3	TLR3 deficiency	AR		false	true	false	603029	Table 6 Defects in intrinsic and innate immunity	Subtable 4 Herpes Simplex Encephalitis (HSE)
518	TLR4	TLR4	TLR4 deficiency	AR		false	true	false		Table 6 Defects in intrinsic and innate immunity	Subtable 7 TLR Signaling Pathway Deficiency
519	TLR7	TLR7	TLR7 deficiency	AD	GOF	true	false	false	301080	Table 4 Diseases of Immune Dysregulation	Subtable 4 Autoimmunity with or without Lymphoproliferation
520	TLR7	TLR7	TLR7 deficiency	XL		false	false	true		Table 6 Defects in intrinsic and innate immunity	Subtable 3 Predisposition to Severe Viral Infection
521	TLR8	TLR8	TLR8 disease	XL	GOF	false	false	true		Table 6 Defects in intrinsic and innate immunity	Subtable 7 TLR Signaling Pathway Deficiency with Bacterial Susceptibility
522	TMC6	TMC6	EVER1 deficiency	AR		false	true	false	605828	Table 6 Defects in intrinsic and innate immunity	Subtable 2 Epidermodysplasia verruciformis (HPV)
523	TMC8	TMC8	EVER2 deficiency	AR		false	true	false	605829	Table 6 Defects in intrinsic and innate immunity	Subtable 2 Epidermodysplasia verruciformis (HPV)
524	TNFAIP3	TNFAIP3	A20 deficiency	AD		true	false	false	616744	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
525	TNFRSF11A	TNFRSF11A	TNFRSF11A deficiency associated osteopetrosis	AR		false	true	false	603499	Table 6 Defects in intrinsic and innate immunity	Subtable 8 Other Inborn Errors of Immunity Related to Non-Hematopoietic Tissues
526	TNFRSF13B	TNFRSF13B	TACI deficiency	AD or AR		true	true	false	604907	Table 3 Predominantly Antibody Deficiencies	Subtable 2 CVID Phenotype
527	TNFRSF13C	TNFRSF13C	BAFF receptor deficiency	AR		false	true	false	606269	Table 3 Predominantly Antibody Deficiencies	Subtable 2 CVID Phenotype
528	TNFRSF1A	TNFRSF1A	TNF receptor-associated periodic syndrome (TRAPS)	AD		true	false	false	142680	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
529	TNFRSF4	TNFRSF4	OX40 deficiency	AR		false	true	false	615593	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
530	FAS	TNFRSF6	ALPS-FAS	AD		true	false	false	134637	Table 4 Diseases of Immune Dysregulation	Subtable 6 Autoimmune Lymphoproliferative Syndrome (ALPS, Canale Smith syndrome)
531	FAS	TNFRSF6	ALPS-FAS	AR		false	true	false	134637	Table 4 Diseases of Immune Dysregulation	Subtable 6 Autoimmune Lymphoproliferative Syndrome (ALPS, Canale Smith syndrome)
532	TNFRSF9	TNFRSF9	CD137 deficiency (41BB)	AR		false	true	false	602250	Table 4 Diseases of Immune Dysregulation	Subtable 7 Susceptibility to EBV and Lymphoproliferative Conditions
533	TNFSF11	TNFSF11	TNFSF11 deficiency associated osteopetrosis	AR		false	true	false	602642	Table 6 Defects in intrinsic and innate immunity	Subtable 8 Other Inborn Errors of Immunity Related to Non-Hematopoietic Tissues
534	TNFSF12	TNFSF12	TWEAK deficiency	AD		true	false	false	602695	Table 3 Predominantly Antibody Deficiencies	Subtable 2 CVID Phenotype
535	TNFSF13	TNFSF13	TNFSF13 (APRIL) deficiency	AR		false	true	false		Table 3 Predominantly Antibody Deficiencies	Subtable 3 Severe Reduction in Serum IgG and IgA with Normal/Elevated IgM and Normal Numbers of B cells, Hyper IgM
536	FASLG	TNFSF6	ALPS-FASLG	AR		false	true	false	134638	Table 4 Diseases of Immune Dysregulation	Subtable 6 Autoimmune Lymphoproliferative Syndrome (ALPS, Canale Smith syndrome)
537	TNFSF9	TNFSF9	4-1 BBL deficiency	AR		false	true	false	620282	Table 4 Diseases of Immune Dysregulation	Subtable 7 Susceptibility to EBV and Lymphoproliferative Conditions
538	TOP2B	TOP2B	Hoffman syndrome/TOP2B deficiency	AD		true	false	false	126431	Table 3 Predominantly Antibody Deficiencies	Subtable 1 Agammaglobulinemia
539	TP53	TP53	BMFS5	AD		true	false	false	618165	Table 9 Bone marrow failure	
540	TPP2	TPP2	Tripeptidyl-Peptidase II Deficiency	AR		false	true	false	190470	Table 4 Diseases of Immune Dysregulation	Subtable 4 Autoimmunity with or without Lymphoproliferation
541	TRAC	TRAC	TCRα deficiency	AR		false	true	false	615387	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
542	TRAF3	TRAF3	TRAF3 haplosufficiency	AD		true	false	false	614849	Table 4 Diseases of Immune Dysregulation	Subtable 4 Autoimmunity with or without Lymphoproliferation
543	TRAF3	TRAF3	TRAF3 deficiency	AD		true	false	false	601896	Table 6 Defects in intrinsic and innate immunity	Subtable 4 Herpes Simplex Encephalitis (HSE)
544	TRAF3IP2	TRAF3IP2	ACT1 deficiency	AR		false	true	false	607043	Table 6 Defects in intrinsic and innate immunity	Subtable 6 Predisposition to Mucocutaneous Candidiasis
545	TREX1	TREX1	TREX1 deficiency, Aicardi-Goutieres syndrome 1 (AGS1)	AR		false	true	false	606609	Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
546	TREX1	TREX1	TREX1 deficiency, Aicardi-Goutieres syndrome 1 (AGS1)	AD		true	false	false	606609	Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
547	TRIM22	TRIM22	TRIM22	AR		false	true	false	606559	Table 7 Autoinflammatory Disorders	Subtable 3 Non-Inflammasome Related Conditions
548	TRNT1	TRNT1	TRNT1 deficiency	AR		false	true	false	612907	Table 3 Predominantly Antibody Deficiencies	Subtable 2 CVID Phenotype
549	TTC37	TTC37	Tricho-hepato-enteric syndrome due to TTC37 mutations	AR		false	true	false	222470	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 9 Other Combined immunodeficiencies wwith syndromic features
550	TTC7A	TTC7A	Immunodeficiency with multiple intestinal atresias	AR		false	true	false	609332	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 9 Other Combined immunodeficiencies wwith syndromic features
551	TYK2	TYK2	Tyk2 deficiency	AR		false	true	false	176941	Table 6 Defects in intrinsic and innate immunity	Subtable 1 Mendelian Susceptibility to mycobacterial disease (MSMD)
552	TYK2	TYK2	P1104A TYK2 homozygosity	AR		false	true	false		Table 6 Defects in intrinsic and innate immunity	Subtable 1 Mendelian Susceptibility to mycobacterial disease (MSMD)
553	UBE2T	UBE2T	Fanconi Anemia Type T	AR		false	true	false	616435	Table 9 Bone marrow failure	
554	UNC13D	UNC13D	UNC13D / Munc13-4 deficiency (FHL3)	AR		false	true	false	608897	Table 4 Diseases of Immune Dysregulation	Subtable 1 Familial Hemophagocytic Lymphohistiocytosis (FHL syndromes)
555	UNC93B1	UNC93B1	UNC93B1 deficiency	AD	GOF	true	false	false		Table 4 Diseases of Immune Dysregulation	Subtable 4 Autoimmunity with or without Lymphoproliferation
556	UNC93B1	UNC93B1	UNC93B1 deficiency	AR		false	true	false	608204	Table 6 Defects in intrinsic and innate immunity	Subtable 4 Herpes Simplex Encephalitis (HSE)
557	UNG	UNG	UNG deficiency	AR		false	true	false	191525	Table 3 Predominantly Antibody Deficiencies	Subtable 3 Severe Reduction in Serum IgG and IgA with Normal/Elevated IgM and Normal Numbers of B cells, Hyper IgM
558		Unknown	Common variable immune deficiency with no gene defect specified (CVID)	Variable		false	false	false		Table 3 Predominantly Antibody Deficiencies	Subtable 2 CVID Phenotype
559		Unknown	Isolated IgG subclass deficiency	?		false	false	false		Table 3 Predominantly Antibody Deficiencies	Subtable 4 Isotype, Light Chain, or Functional Deficiencies with Generally Normal Numbers of B Cells
560		Unknown	IgG subclass deficiency with IgA deficiency	?		false	false	false		Table 3 Predominantly Antibody Deficiencies	Subtable 4 Isotype, Light Chain, or Functional Deficiencies with Generally Normal Numbers of B Cells
561		Unknown	Selective IgA deficiency	?		false	false	false		Table 3 Predominantly Antibody Deficiencies	Subtable 4 Isotype, Light Chain, or Functional Deficiencies with Generally Normal Numbers of B Cells
562		Unknown	Specific antibody deficiency with normal Ig levels and normal B cells	?		false	false	false		Table 3 Predominantly Antibody Deficiencies	Subtable 4 Isotype, Light Chain, or Functional Deficiencies with Generally Normal Numbers of B Cells
563		Unknown	Transient hypogammaglobuliemia of infancy	?		false	false	false		Table 3 Predominantly Antibody Deficiencies	Subtable 4 Isotype, Light Chain, or Functional Deficiencies with Generally Normal Numbers of B Cells
564		Unknown	Selective IgM deficiency	?		false	false	false		Table 3 Predominantly Antibody Deficiencies	Subtable 4 Isotype, Light Chain, or Functional Deficiencies with Generally Normal Numbers of B Cells
565		Unknown / environment	DiGeorge/velocardiofacial syndrome	Sporadic/toxin exposure		false	false	false		Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 3 Thymic Defects with Additional Congenital Anomalies
566		Unknown / environment	CHARGE syndrome			false	false	false		Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 3 Thymic Defects with Additional Congenital Anomalies
567	USB1	USB1	Clericuzio syndrome (Poikiloderma with neutropenia)	AR		false	true	false	613276	Table 5 Congenital defects of phagocyte number or function	Subtable 1 Congenital Neutropenias
568	USP18	USP18	USP18 deficiency	AR		false	true	false	607057	Table 7 Autoinflammatory Disorders	Subtable 1 Type 1 Interferonopathies
569	VPS13B	VPS13B	Cohen syndrome	AR		false	true	false	607817	Table 5 Congenital defects of phagocyte number or function	Subtable 1 Congenital Neutropenias
570	VPS45	VPS45	VPS45 deficiency (SCN5)	AR		false	true	false	610035	Table 5 Congenital defects of phagocyte number or function	Subtable 1 Congenital Neutropenias
571	WAS	WAS	Wiskott-Aldrich syndrome (WAS LOF)	XL		false	false	true	300392	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 1 Immunodeficiency with Congenital Thrombocytopenia
572	WAS	WAS	X-linked neutropenia/ myelodysplasia WAS GOF	XL	GOF	false	false	true	300392	Table 5 Congenital defects of phagocyte number or function	Subtable 1 Congenital Neutropenias
573	WDR1	WDR1	WDR1 deficiency (Lazy leukocyte)	AR		false	true	false	604734	Table 5 Congenital defects of phagocyte number or function	Subtable 2 Defects of Motility
574	WIPF1	WIPF1	WIP deficiency	AR		false	true	false	602357	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 1 Immunodeficiency with Congenital Thrombocytopenia
575	WRAP53	WRAP53	DKCB3	AR		false	true	false	613988	Table 9 Bone marrow failure	
576	XIAP	XIAP	XIAP deficiency (XLP2)	XL		false	false	true	300079	Table 4 Diseases of Immune Dysregulation	Subtable 7 Susceptibility to EBV and Lymphoproliferative Conditions
577	XRCC2	XRCC2	Fanconi Anemia Type U	AR		false	true	false	617247	Table 9 Bone marrow failure	
578	FANCG	XRCC9	Fanconi Anemia Type G	AR		false	true	false	614082	Table 9 Bone marrow failure	
579	ZAP70	ZAP70	ZAP-70 deficiency (ZAP70 LOF)	AR		false	true	false	176947	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
580	ZAP70	ZAP70	ZAP70 combined hypomorphic GOF	AR	LOF GOF	false	true	false	176947	Table 1 Immunodeficiencies affecting cellular and humoral immunity	Subtable 3 Combined Immunodeficiencies Generally Less Profound than Severe Combined Immunodeficiency
581	ZBTB24	ZBTB24	Immunodeficiency with centromeric instability and facial anomalies, ICF2	AR		false	true	false	614064	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 2 DNA Repair Defects other than those listed in Table 1
582	ZNF341	ZNF341	ZNF341 deficiency AR-HIES	AR		false	true	false	618282	Table 2 Combined immunodeficiencies with associated or syndromic features	Subtable 5 Hyper IgE Syndromes (HIES)
583	ZNFX1	ZNFX1	ZNFX1 deficiency	AR		false	true	false		Table 6 Defects in intrinsic and innate immunity	Subtable 3 Predisposition to Severe Viral Infection
